uid,latitude,longitude,date,usable
pxhr,35.68,-79.1096389292626,2021-08-14,ok
pxhs,41.72966,-77.29218,2017-10-25,ko
pxip,35.6741176265,-79.2227931105523,2020-10-22,ok
pxix,37.3167,-122.102,2020-02-18,ok
pxjb,36.6096,-121.561,2018-11-29,ko
pxjf,37.78878827,-94.75998392,2021-10-18,ok
pxjv,39.115556,-96.898889,2013-09-16,ok
pxkp,42.038186,-78.908886,2018-08-24,ok
pxld,42.89755,-111.9673,2017-07-19,ok
pxlh,37.6003,-121.224,2015-07-14,ok
pxlv,42.383333,-87.0,2014-08-07,ok
pxmc,35.7092490097989,-79.1575403716697,2016-09-15,ok
pxmq,43.056389,-86.646389,2018-03-29,ok
pxnv,41.80691,-77.19744,2021-07-19,ko
pxnz,34.446,-119.876,2020-04-22,ko
pxol,35.6640306611438,-79.2415285560346,2018-10-18,ok
pxot,35.6329180951768,-79.2993167770602,2016-01-27,ok
pxqg,35.79,-79.0342522422959,2020-09-24,ok
pxrl,41.935,-81.478333,2015-04-25,ko
pxry,36.4432,-120.302,2018-03-23,ko
pxsd,35.98,-78.7832350884032,2017-12-14,ok
pxst,35.889804098901,-78.9962526030362,2020-03-11,ok
pxue,34.63,-78.58,2020-07-29,ko
pxul,37.9674,-121.464,2020-04-29,ok
pxva,34.73475,-77.44025,2014-07-24,ko
pxvy,35.7127089187602,-79.1511139655676,2021-07-13,ok
pxwx,41.8186,-72.4254,2021-10-07,ko
pxxh,45.136667,-82.983333,2018-04-03,ok
pxym,35.9139040697544,-79.1891366069512,2014-07-22,ok
pxyv,34.2127,-78.9189498643537,2013-08-12,ko
pxyw,34.4168,-119.544,2018-09-25,ko
pxzr,35.6700988091682,-79.2302576284094,2015-07-23,ok
pycb,32.9044,-117.223,2014-11-01,ko
pycn,39.61525,-84.9661444444445,2018-08-07,ko
pydv,37.5582,-121.164,2021-03-19,ok
pyed,38.2399,-121.565,2014-02-10,ok
pyev,38.7686666488647,-75.3178833325704,2018-06-27,ok
pygv,41.512172,-73.476168,2017-07-20,ok
pyho,35.487,-79.061440883497,2016-05-26,ok
pyhs,35.6580689718567,-79.2526017480874,2013-01-29,ok
pyix,35.7003064758682,-79.1741501597489,2013-08-07,ok
pyjt,35.79,-79.0308907375656,2019-12-05,ok
pykd,36.03,-78.7069265971636,2021-12-14,ok
pykl,36.23742,-106.42957,2014-10-16,ok
pylp,38.2399,-121.565,2015-01-20,ok
pyny,35.76,-79.0811650068411,2020-07-14,ok
pyog,41.154853,-81.080829,2013-06-28,ko
pyoq,35.89033206218,-79.0004781546683,2020-06-10,ok
pyph,36.15,-79.1057336517083,2020-05-26,ok
pypt,35.6436171982724,-79.2794443520368,2020-01-09,ok
pyqb,35.07,-78.8871339461822,2018-07-11,ko
pyqt,35.74,-79.0781001054693,2017-06-20,ok
pyqz,35.6395983809404,-79.2869088698939,2017-11-15,ok
pyse,36.04,-79.0892227314153,2018-05-03,ok
pysw,35.6742240852373,-79.22259537498,2020-09-24,ok
pytb,37.5394,-121.122,2017-04-11,ok
pyuv,36.21,-76.73,2021-05-17,ko
pyvm,41.726667,-83.15,2019-08-08,ko
pywd,35.976,-78.7603673972174,2016-06-14,ok
pywz,36.04,-79.0884812230189,2018-07-13,ok
pyxk,48.558833,-86.381117,2016-04-17,ko
pyzf,35.6278346904721,-79.3087586506409,2015-06-22,ok
pzaj,35.659852155706,-79.2492896772502,2020-10-22,ok
pzbf,35.6931737404712,-79.1873984430978,2017-05-17,ok
pzdn,41.377266,-72.313622,2019-07-09,ko
pzel,34.93,-79.1041517671293,2021-05-25,ko
pzfc,35.69883,-79.08199,2016-01-27,ok
pzfh,39.6375,-95.457,2016-07-11,ko
pzii,35.7021428890862,-79.1707392211255,2018-08-09,ok
pzio,35.6883032532411,-79.1964448455338,2020-09-24,ok
pzja,41.260825,-80.954163,2019-06-05,ko
pzjm,35.68,-79.108749119187,2021-05-20,ok
pzkm,35.45,-79.0564480602946,2019-05-20,ok
pzky,33.5435,-117.732,2016-09-13,ko
pzmm,35.69,-78.12,2020-06-03,ko
pznt,41.935,-81.478333,2014-08-14,ko
pznw,37.8817,-121.249,2016-03-07,ok
pzoh,38.8121,-121.774,2016-05-17,ok
pzql,48.2295,-88.5455,2019-08-24,ko
pzqu,36.055,-78.763,2016-06-14,ok
pzsw,35.6774444620397,-79.2166138739157,2019-03-27,ok
pztu,35.6699657357466,-79.2305047978748,2015-08-06,ok
pzvu,35.6986031360719,-79.1773139289068,2014-07-16,ok
pzwv,35.9117611599749,-79.1719858385619,2013-09-04,ok
pzwz,35.742,-79.2182183446549,2015-10-12,ok
pzxp,35.794,-79.0196692438335,2016-08-10,ok
pzys,36.06,-78.76,2018-03-28,ok
pzyu,35.6962876585363,-79.1816146776059,2015-08-24,ok
qaat,38.2399,-121.565,2013-12-10,ok
qacg,35.8987484179806,-79.0678384189222,2016-09-20,ok
qact,42.027378,-78.967089,2015-08-24,ok
qadb,48.0735,-86.59,2017-08-24,ko
qadg,33.1305,-117.2,2013-02-09,ko
qadq,34.9552,-120.487,2019-05-14,ko
qaea,36.02,-76.31,2021-07-29,ko
qaei,36.7254,-121.73,2018-09-19,ko
qaes,37.8817,-121.249,2021-06-09,ok
qaex,35.9128791998599,-79.1809340655476,2014-04-14,ok
qagn,35.8649898247877,-78.7976516763247,2015-07-23,ok
qahf,37.3609,-120.549,2020-03-10,ok
qahh,37.3725,-120.923,2015-04-14,ok
qajx,35.8916053853823,-79.0106691909577,2021-03-17,ok
qalm,43.596667,-78.801667,2018-08-14,ok
qaln,35.8,-79.0403326111463,2017-10-18,ok
qamb,41.7098691666667,-85.0363,2021-07-19,ok
qano,36.6902,-121.68,2015-05-27,ko
qaog,43.056389,-86.646389,2016-08-02,ok
qapg,38.2361,-121.419,2016-07-13,ok
qapn,35.51,-79.0957974391966,2017-07-25,ok
qaqd,42.027378,-78.967089,2016-08-24,ok
qaqf,35.8875369624676,-78.978107587204,2019-04-10,ok
qaqt,34.73475,-77.44025,2015-07-29,ko
qarg,35.8814498564273,-78.9293894625038,2016-05-24,ok
qarx,35.7213586911634,-79.1350479503124,2013-09-16,ok
qarz,45.136667,-82.983333,2014-04-21,ok
qasb,35.6736917915509,-79.2235840528418,2021-04-28,ok
qasv,35.888748172343,-78.9878014997719,2019-09-14,ok
qasy,35.64607,-78.6743649934099,2016-07-27,ok
qatm,38.307,-121.794,2019-03-19,ok
qatt,41.935,-81.478333,2018-04-08,ko
qatz,34.73475,-77.44025,2014-09-18,ko
qava,36.7368,-121.734,2021-04-28,ko
qavp,38.7604,-120.71,2015-04-23,ko
qawt,35.6527726496775,-79.2624390928129,2015-06-22,ok
qaya,38.1033,-86.9948544444444,2016-06-05,ok
qbai,46.993333,-85.1645,2013-08-17,ko
qbal,37.41126063,-95.34636261,2021-09-07,ok
qbax,35.8935930118444,-79.0265771500434,2014-10-08,ok
qbbg,41.309091,-80.46173,2020-10-26,ko
qbdv,39.84057,-76.34851,2017-06-07,ok
qbet,36.6568,-121.614,2014-08-26,ko
qbgs,39.27623408,-94.89210787,2021-10-11,ko
qbkp,37.3906,-120.958,2020-07-14,ok
qblk,36.5,-79.0665325744856,2019-06-19,ko
qbmm,37.4363,-120.036,2014-09-09,ko
qbng,35.79,-79.0384541232088,2021-11-08,ok
qbnq,35.7248984441776,-79.128473242531,2018-07-11,ok
qboe,35.62476,-78.7109035869351,2016-06-22,ok
qboi,39.3992,-99.42481,2021-06-28,ok
qbry,36.79869,-107.60926,2018-09-06,ok
qbrz,41.408881,-80.751385,2018-05-09,ko
qbsd,35.8782199634263,-78.9035390289894,2015-04-22,ok
qbta,36.13,-79.0678672895991,2020-06-24,ok
qbts,42.733333,-87.416667,2015-04-15,ok
qbtu,36.9893,-121.533,2019-12-03,ko
qbty,35.6552478153191,-79.2578417407552,2014-06-10,ok
qbua,37.2639,-120.906,2018-11-28,ok
qbui,38.4662552777778,-85.8613438888889,2020-08-11,ok
qbup,37.2764,-120.954,2016-02-09,ok
qbvc,39.40763,-99.44667,2017-07-31,ok
qbxf,38.51613412,-95.70697032,2019-08-06,ko
qbzh,35.9015745743565,-79.0904575482473,2017-11-15,ok
qcae,34.97,-79.0852680199678,2021-09-29,ko
qcba,35.6842045918563,-79.2040576650701,2015-07-07,ok
qcdv,35.7052834218356,-79.1649060217405,2016-09-15,ok
qcfy,34.6721,-120.492,2021-09-23,ko
qcgx,35.6588674123862,-79.2511187312946,2021-07-12,ok
qchr,35.68,-79.1091940242248,2021-07-13,ok
qchz,36.172,-79.0508125964821,2013-06-05,ok
qcig,37.1145,-120.89,2017-01-10,ok
qcii,43.89113,-73.05247,2017-07-19,ko
qcij,35.48,-76.82,2019-09-10,ko
qcjp,36.028,-78.716,2015-05-14,ok
qcln,35.9107362900804,-79.1637832971583,2013-05-15,ok
qcmv,40.66041,-111.062,2017-09-14,ok
qcmy,41.977778,-81.756944,2014-08-14,ko
qcnd,37.6003,-121.224,2013-03-12,ok
qcnj,35.64607,-79.0216059128291,2016-06-08,ok
qcot,36.5597,-121.51,2013-09-24,ko
qcpa,37.2616,-120.906,2017-09-12,ok
qcpf,38.307,-121.794,2015-10-21,ok
qcqm,38.5901,-121.731,2018-06-19,ok
qcrj,38.2399,-121.565,2014-04-15,ok
qcvc,35.68836,-78.6962384371529,2016-08-10,ok
qcxj,39.7469388888889,-87.0759805555555,2021-08-09,ok
qcxx,39.21067,-96.97298,2016-09-06,ok
qcyd,38.51613412,-95.70697032,2018-07-31,ko
qczx,41.388596,-80.750147,2018-08-09,ko
qczy,39.305528,-96.650556,2013-09-23,ok
qdar,38.655051,-95.55482801,2018-08-27,ko
qddv,34.4069,-119.517,2020-09-23,ko
qdfw,40.7201033333333,-85.1058325,2021-07-19,ok
qdgc,40.48484,-93.9513,2017-08-16,ko
qdgd,34.9414,-120.573,2013-03-28,ko
qdgm,38.36472,-97.10194,2014-08-04,ok
qdgv,38.7863599777222,-75.1084899981817,2016-10-11,ok
qdho,41.3305639294444,-85.3836083333333,2016-07-06,ok
qdhs,35.435,-78.8617806363892,2014-07-23,ok
qdhz,35.9071337171178,-79.1349501213153,2020-06-10,ok
qdij,37.2486,-120.851,2017-10-10,ok
qdjd,37.4918,-120.684,2017-01-10,ok
qdji,35.8,-79.0404314789325,2017-10-18,ok
qdjl,35.79,-79.035883560768,2021-05-24,ok
qdjm,41.946667,-83.045,2013-04-01,ko
qdkf,41.286751,-80.428082,2013-06-24,ko
qdlg,44.453333,-82.341667,2013-08-07,ok
qdmf,35.6987628241778,-79.1770173255483,2014-06-23,ok
qdmn,37.74668,-97.77936,2016-07-05,ok
qdng,38.38889,-97.09306,2015-07-06,ok
qdnu,36.5,-79.0666314422718,2019-06-19,ko
qdnw,37.4106,-122.069,2016-07-11,ok
qdnx,34.05677,-84.68063,2017-08-22,ko
qdny,39.07775,-96.9059,2017-08-14,ok
qdoc,37.5582,-121.164,2018-06-12,ok
qdog,39.661931,-79.990647,2013-08-17,ko
qdoz,39.670686,-80.864997,2014-08-20,ko
qdqp,38.4140402777778,-86.6678775,2021-05-24,ok
qdrk,41.80657,-76.66048,2021-09-15,ko
qdry,41.798303,-72.428591,2015-09-01,ko
qdsc,35.74,-79.0798797256207,2017-07-27,ok
qdsj,36.19,-76.25,2019-07-02,ko
qdxf,35.6724409013881,-79.2259074458172,2021-11-08,ok
qdxv,36.06,-78.76,2020-01-28,ok
qdye,38.39816,-115.1171,2017-06-06,ok
qdyf,40.533453,-80.18515,2015-08-26,ko
qdyr,36.16,-79.0995544150717,2020-06-23,ok
qdyu,41.702596,-85.022696,2020-08-03,ok
qdzf,35.98,-78.7842293358461,2017-12-14,ok
qdzh,35.6816495821618,-79.208803318807,2016-10-18,ok
qdzm,38.0601,-121.499,2013-12-17,ok
qeaa,37.6756,-121.264,2016-03-07,ok
qeba,35.8776920001473,-78.8993134773572,2014-11-25,ok
qecf,35.976,-78.720597499503,2013-12-02,ok
qecq,36.9767,-121.51,2020-04-28,ko
qeee,46.89435,-85.851333,2013-08-23,ko
qefx,40.188936,-80.681941,2015-08-26,ko
qeij,35.79,-79.03271979161,2020-05-18,ok
qejq,38.75119,-89.99254,2017-06-28,ko
qelg,35.8631264249795,-78.7827379646818,2014-08-25,ok
qelq,41.299298,-80.758329,2013-07-26,ko
qels,36.06,-78.68,2020-06-01,ok
qend,45.136667,-82.983333,2015-08-07,ok
qenu,36.4,-76.93,2021-04-22,ko
qeov,37.9674,-121.464,2015-01-20,ok
qepr,36.49,-79.0637642764724,2017-06-13,ko
qese,35.6529323377834,-79.2621424894543,2015-06-10,ok
qesv,36.32683,-79.0725140755498,2013-07-25,ko
qeth,37.5394,-121.122,2019-02-14,ok
qetp,34.9576,-120.631,2014-04-21,ko
qeur,42.383333,-87.0,2018-03-28,ok
qeut,35.76,-79.1076121396458,2020-09-14,ok
qeuv,38.04772,-97.20234,2015-09-28,ok
qewr,39.12498,-95.41258,2018-08-20,ko
qexs,36.7368,-121.734,2017-04-25,ko
qeyr,44.09,-86.766667,2014-08-08,ok
qeyw,35.2469,-120.682,2018-09-24,ko
qezg,36.15,-79.1058325194945,2020-05-26,ok
qezo,35.6568180816938,-79.2549251410627,2013-07-30,ok
qezw,35.7150243962958,-79.1468132168685,2016-07-27,ok
qezx,35.8769776968875,-78.8935965545608,2021-12-02,ok
qfad,41.309091,-80.46173,2015-07-01,ko
qfan,35.62476,-78.7131406436815,2016-08-10,ok
qfat,36.4863,-121.47,2018-03-02,ko
qfbd,35.6582286599626,-79.2523051447288,2021-11-08,ok
qfcw,35.58446,-78.88306,2016-08-19,ok
qfcz,37.04702,-97.04936,2017-08-23,ok
qfdi,35.6879838770292,-79.1970380522509,2020-11-19,ok
qfeb,42.027378,-78.967089,2013-10-21,ok
qfei,44.14,-87.233333,2018-03-30,ok
qffx,47.24417,-113.9151,2017-08-18,ko
qfgf,35.8902388921896,-78.9997324690862,2020-05-15,ok
qfgj,41.309434,-80.461686,2016-10-26,ko
qfha,37.1366,-120.762,2019-02-14,ok
qfja,35.6330777832827,-79.2990201737016,2015-12-07,ok
qfjl,38.37080661,-98.79520846,2013-06-10,ok
qfkg,37.2953,-120.85,2015-03-10,ok
qfkh,37.1145,-120.89,2019-01-17,ok
qfly,38.26798,-95.246911,2015-10-19,ok
qfme,38.36472,-97.10194,2021-07-26,ok
qfmu,34.21,-78.9164642457466,2017-05-02,ko
qfmv,35.976,-78.7193546901994,2013-11-12,ok
qfne,34.941,-79.1011362996507,2016-06-15,ko
qfnl,39.09447,-96.90462,2017-07-17,ok
qfny,37.2953,-120.85,2015-04-22,ok
qfnz,47.165333,-89.656667,2013-08-21,ko
qfoo,37.2486,-120.851,2014-11-12,ok
qfqx,37.26911,-95.45829,2021-08-23,ok
qfqz,35.6749692963982,-79.2212112259734,2020-06-10,ok
qfrx,37.4106,-122.069,2019-07-23,ok
qfso,35.98,-78.7966574288818,2018-10-25,ok
qftr,36.7593,-121.755,2014-04-29,ko
qfue,35.7042986785159,-79.166735075785,2014-08-13,ok
qfvr,35.88,-79.1241230599389,2019-07-17,ok
qfvw,35.6382676467246,-79.2893805645485,2015-05-20,ok
qfyf,44.14,-87.233333,2013-08-04,ok
qfyw,35.67,-79.0495767491547,2020-06-03,ok
qfyy,38.7778616587321,-75.314938322703,2016-10-13,ok
qfzo,34.94,-79.102915919802,2021-05-25,ko
qgaw,35.79,-79.0283201751248,2019-01-15,ok
qgda,35.79,-78.01,2017-09-20,ko
qgdy,38.51301083,-95.70121672,2017-09-12,ko
qgea,37.3978,-120.96,2020-12-08,ok
qgek,35.57,-78.9413204318181,2018-06-11,ok
qggq,37.9718,-121.374,2016-10-18,ok
qghc,35.6981773011228,-79.1781048711963,2014-09-10,ok
qghj,44.1,-82.116667,2015-08-08,ok
qghk,41.353881,-80.754718,2013-07-26,ko
qgis,36.16902,-79.0547673079295,2015-08-20,ok
qgjf,34.9552,-120.487,2019-12-04,ko
qgkh,34.89,-79.69,2021-05-05,ko
qglb,35.6813035912657,-79.2094459594172,2016-12-13,ok
qgli,46.77485,-86.554033,2018-08-23,ko
qgll,37.66,-120.875,2017-06-13,ok
qglq,42.538333,-79.616667,2013-08-11,ko
qglz,35.794,-79.004,2014-04-14,ok
qgmf,41.408881,-80.751385,2018-10-11,ko
qgne,35.7004129346055,-79.1739524241765,2013-07-30,ok
qgnf,37.5643183,-101.3355745,2018-08-20,ok
qgni,35.68,-79.1080076107906,2017-06-08,ok
qgnt,41.424144,-73.206937,2018-07-30,ok
qgok,35.8925991986134,-79.0186231705006,2021-08-05,ok
qgop,35.6535178608384,-79.2610549438063,2015-02-11,ok
qgpz,38.38889,-97.09306,2013-07-08,ok
qgqg,35.6980442277013,-79.1783520406618,2014-09-22,ok
qgrf,35.976,-78.7079208446065,2013-01-14,ok
qgri,35.625891818517,-79.3123673248367,2016-05-24,ok
qgtf,39.81215,-76.0313,2018-08-01,ok
qgtz,35.65,-78.6835617822564,2021-05-18,ok
qguh,42.68,-79.691667,2014-08-16,ko
qgxs,35.6299904799018,-79.3047545053004,2016-05-09,ok
qgyj,39.1766,-122.189,2014-03-19,ok
qhaj,48.558833,-86.381117,2017-04-17,ko
qhbi,35.794,-79.0156156645999,2015-08-24,ok
qhef,37.0062,-120.6,2015-04-14,ko
qhfz,35.6727602775999,-79.2253142391001,2021-09-09,ok
qhga,37.2616,-120.906,2020-01-17,ok
qhha,35.4417,-119.549,2015-09-29,ko
qhir,35.68,-79.1085513836146,2017-09-13,ok
qhkk,35.8620083850945,-78.773789737696,2014-05-05,ok
qhkn,48.0825,-89.252383,2017-08-25,ko
qhlg,37.6106,-121.229,2021-07-14,ok
qhlk,35.794,-79.0097824652149,2014-06-23,ok
qhls,38.4662552777778,-85.8613438888889,2016-08-22,ok
qhlw,38.7026166915894,-75.1607500076294,2018-09-11,ok
qhme,35.678056599779,-79.2154768943746,2018-10-18,ok
qhmp,40.6848,-99.37635,2017-08-09,ok
qhms,36.9599,-121.535,2018-11-29,ko
qhnh,46.993333,-85.1645,2018-05-11,ko
qhno,35.7031808617745,-79.1688112992949,2019-08-29,ok
qhnq,46.649788,-84.90725,2016-04-16,ko
qhnz,35.6612893486591,-79.2466202470231,2020-02-03,ok
qhoa,35.6267434884151,-79.3107854402578,2015-11-12,ok
qhoq,34.9552,-120.487,2017-01-09,ko
qhpc,37.9674,-121.464,2014-08-19,ok
qhps,41.5075,-72.222,2015-06-25,ko
qhpy,35.8884686623717,-78.9855644430254,2019-08-22,ok
qhpz,42.056766,-78.879216,2013-07-16,ok
qhqd,38.1156,-121.494,2016-04-19,ok
qhsb,38.37611,-97.07583,2014-06-18,ok
qhta,35.34,-79.0462152444244,2021-09-09,ok
qhtg,39.81215,-76.0313,2021-07-22,ok
qhua,39.11775544,-94.63771926,2019-10-07,ko
qhuo,35.83646,-78.9763,2015-08-06,ok
qhwk,40.03305,-75.85817,2018-11-08,ok
qhwl,41.035813,-80.536034,2019-10-09,ko
qhwt,37.4271,-120.674,2014-05-13,ok
qhyr,41.922276,-78.946581,2017-08-15,ok
qiao,37.2953,-120.85,2014-12-04,ok
qibi,36.05,-76.68,2021-01-21,ko
qibt,40.22358,-104.9473,2017-08-01,ko
qicf,35.63,-78.9564827053217,2019-06-01,ok
qicg,41.992305,-78.929219,2016-09-15,ok
qidp,39.4981,-84.9868416666667,2020-07-28,ko
qiez,37.5368,-121.049,2021-01-29,ok
qifv,35.6810374444226,-79.2099402983482,2017-02-14,ok
qigl,35.8741204838482,-78.870728863375,2020-06-10,ok
qigt,36.06,-78.76,2017-06-15,ok
qihl,41.798303,-72.428591,2017-07-20,ko
qihy,37.61016134,-97.62434449,2019-09-16,ok
qiib,36.9128,-121.744,2021-04-28,ko
qiic,38.2996,-121.383,2018-06-19,ok
qikf,41.3225,-80.344141,2016-08-24,ko
qilu,35.6372562887205,-79.291259052486,2015-08-24,ok
qink,35.51,-79.0927819717179,2017-06-24,ok
qiog,35.9006739311158,-79.0832492542865,2017-07-20,ok
qipd,35.6770718564593,-79.217305948419,2019-05-16,ok
qipv,35.9066989238292,-79.1314702552653,2020-05-18,ok
qiqq,34.9414,-120.573,2019-05-14,ko
qisp,35.6288992778448,-79.3067812949172,2015-02-11,ok
qisu,36.2109,-119.199,2013-05-21,ko
qiuq,39.611,-121.868,2015-05-13,ko
qiur,37.3609,-120.549,2021-06-16,ok
qius,38.7686666488647,-75.3178833325704,2019-08-21,ok
qivq,35.976,-78.763350139546,2016-09-13,ok
qiws,35.478,-79.0574861720496,2016-07-13,ok
qiyd,41.512172,-73.476168,2019-07-16,ok
qizd,35.78,-79.1099849665143,2017-08-09,ok
qizq,34.6766,-120.553,2020-12-09,ko
qjcn,41.321113,-80.483229,2016-06-21,ko
qjdv,35.8902699488531,-78.9999810309469,2020-06-10,ok
qjeg,34.9711,-120.417,2019-08-27,ko
qjeh,35.44,-78.8752029768678,2019-08-14,ok
qjfm,40.649436,-80.392219,2018-09-18,ko
qjhs,35.49,-79.062478995252,2021-05-11,ok
qjik,37.3133,-120.892,2013-07-09,ok
qjip,35.8942762584408,-79.0320455109792,2015-02-11,ok
qjiw,35.6801591598401,-79.2115716168202,2017-07-20,ok
qjle,41.006794,-81.003795,2019-10-03,ko
qjlk,37.7705,-121.292,2018-05-15,ok
qjnm,43.716667,-78.026667,2018-08-14,ko
qjnw,35.68,-79.1081064785768,2017-06-08,ok
qjoe,35.6947440068459,-79.1844818434053,2016-06-21,ok
qjof,35.6603312200237,-79.2483998671745,2020-08-13,ok
qjqj,31.70945,-94.35483,2017-08-10,ko
qjqn,36.5597,-121.51,2015-03-24,ko
qjqx,39.65434,-111.295,2017-08-03,ko
qjrc,35.8761391669738,-78.8868853843215,2021-07-12,ok
qjrh,36.1,-78.8921051833965,2018-05-21,ok
qjrz,37.8418,-121.53,2013-05-21,ok
qjso,39.400181,-99.45699,2017-09-05,ok
qjsq,37.14307,-95.28904,2021-07-12,ok
qjtb,39.61525,-84.9661444444445,2017-08-08,ko
qjuj,35.87,-79.0865533011882,2017-09-19,ok
qjum,36.8686,-120.182,2019-03-08,ko
qjve,36.1,-78.8940936782822,2018-06-07,ok
qjxa,35.6760072690866,-79.2192833041427,2019-11-14,ok
qjxl,40.929714,-79.249441,2015-07-08,ko
qjxo,35.6754217460316,-79.2203708497908,2020-02-03,ok
qjyb,39.40763,-99.44667,2017-08-21,ok
qjyz,35.6824480226914,-79.2073203020143,2016-06-07,ok
qkaq,35.74755,-79.0803740645516,2015-11-18,ok
qkax,35.6943181718968,-79.1852727856948,2016-08-10,ok
qkcg,41.905091,-78.942054,2014-06-11,ok
qkcm,37.6003,-121.224,2017-01-10,ok
qkdp,35.0228,-120.586,2021-12-15,ko
qkdy,35.6881701798195,-79.1966920149993,2020-09-24,ok
qken,35.1245,-120.569,2018-04-16,ko
qkfl,35.435,-78.8781857191964,2014-07-23,ok
qkfm,36.9836,-120.5,2014-02-10,ko
qkfn,35.976,-78.7658357581531,2016-10-26,ok
qkgm,41.840964,-79.009164,2015-07-20,ok
qkgu,37.3204,-120.983,2020-10-13,ok
qkgz,35.487,-79.0620340902141,2016-08-24,ok
qkhp,35.6910977950944,-79.1912542867591,2018-11-07,ok
qkhu,35.794,-79.01353944109,2015-05-20,ok
qkhw,39.4981,-84.9868416666667,2020-08-25,ko
qkkv,39.006878,-80.472104,2014-07-24,ok
qkln,41.788333,-81.945,2018-04-08,ko
qkmo,35.6603844493923,-79.2483009993883,2020-07-15,ok
qkmu,35.6654944687813,-79.2388096919144,2017-09-20,ok
qknm,37.7705,-121.292,2019-09-17,ok
qkpe,35.6994015766014,-79.1758309121141,2014-02-25,ok
qkph,35.976,-78.7302914120709,2014-07-02,ok
qkpn,35.8606108352383,-78.7626044539638,2013-07-30,ok
qkrb,37.2583,-120.475,2013-06-11,ok
qksl,41.10413,-76.65476,2020-07-15,ko
qktf,35.67,-79.0494284474754,2020-06-03,ok
qktl,35.27816,-79.0438424175559,2015-06-15,ok
qktn,35.8953632416623,-79.0407451761042,2015-06-22,ok
qktp,41.134181,-80.967646,2017-10-11,ko
qkts,35.8966986781915,-79.051433336115,2015-09-24,ok
qkvk,36.538,-79.0644069170826,2014-07-17,ko
qkvr,35.62476,-78.7178633190351,2016-10-05,ok
qkvx,40.962214,-81.113885,2017-10-11,ko
qkwh,35.6816229674775,-79.2088527527001,2016-10-18,ok
qkwo,38.1351,-121.563,2021-09-14,ok
qkxg,35.98,-78.7757782325818,2017-06-15,ok
qkxj,35.8836548795337,-78.9470373546146,2017-04-18,ok
qkxt,37.3609,-120.549,2016-09-13,ok
qkyz,38.51613412,-95.70697032,2018-07-23,ko
qlac,39.150576,-96.930349,2021-06-28,ok
qlbb,37.2639,-120.906,2019-09-23,ok
qlbh,35.74,-79.0783967088279,2017-07-27,ok
qlbj,35.79,-79.0277764023008,2018-11-07,ok
qlbq,41.0491,-121.762,2018-03-20,ok
qlcj,36.3247,-119.079,2017-12-11,ko
qldu,38.0601,-121.499,2016-02-18,ok
qlfa,36.1529,-119.317,2016-04-12,ko
qlgh,44.198333,-82.503333,2016-08-09,ok
qlhd,37.7705,-121.292,2018-04-10,ok
qlhs,38.04947082,-99.82700111,2021-10-04,ok
qlie,39.61525,-84.9661444444445,2019-06-24,ko
qlkg,37.4363,-120.036,2014-12-04,ko
qlki,42.027378,-78.967089,2014-08-25,ok
qlkl,47.62155,-89.463167,2019-08-24,ko
qlku,35.6821552611639,-79.2078640748383,2016-06-21,ok
qlls,35.69883,-79.08199,2015-05-20,ok
qloj,37.9792,-121.57,2014-07-15,ok
qlpr,36.045,-79.0924359344663,2013-09-25,ok
qlqs,36.532781,-105.236671,2016-05-16,ok
qlqt,35.9084070403201,-79.1451411576046,2021-03-17,ok
qlqv,35.705735871469,-79.1640656455579,2016-08-10,ok
qlqw,36.16,-79.1003453573612,2020-09-28,ok
qlra,40.7794940736111,-85.6374722222222,2016-08-16,ok
qlsq,35.976,-78.737996829753,2015-01-03,ok
qlsw,37.4788,-121.068,2017-08-08,ok
qltk,48.19201,-114.0917,2017-09-05,ko
qltp,36.313,-79.1150766575028,2020-03-18,ko
qlud,43.40053,-108.1693,2019-09-05,ok
qluh,35.98,-78.8160452540176,2020-01-28,ok
qluv,35.42862,-79.0636159747931,2015-08-13,ok
qlvj,41.977778,-81.756944,2016-04-05,ko
qlyb,40.796688,-77.196325,2018-08-08,ko
qlyj,38.814,-86.0806397222222,2021-05-17,ok
qlys,40.997554,-81.076051,2016-08-02,ko
qmaw,37.2141,-120.561,2014-10-14,ok
qmca,37.0496,-122.064,2017-09-06,ko
qmcb,41.58833,-75.3275,2019-08-15,ok
qmcg,35.6461988226511,-79.2746492644068,2018-10-18,ok
qmcz,35.6893678406138,-79.1944674898101,2020-01-09,ok
qmdp,35.8705179108855,-78.841895687532,2018-05-09,ok
qmeq,36.7605,-119.513,2013-03-18,ko
qmer,35.60595,-78.9957554793147,2016-10-05,ok
qmfd,39.4981,-84.9868416666667,2016-07-11,ko
qmfo,39.1766,-122.189,2018-12-18,ok
qmgq,35.0228,-120.586,2014-08-25,ko
qmhl,35.9077548503872,-79.1399213585296,2020-09-24,ok
qmir,43.7289927347901,-81.7707646198163,2017-08-11,ok
qmjr,35.98,-78.8155481302962,2019-12-10,ok
qmke,36.6291,-121.688,2021-04-27,ko
qmkn,43.76338,-86.15491,2017-06-07,ok
qmks,33.5435,-117.732,2018-10-04,ko
qmkz,37.6106,-121.229,2013-06-11,ok
qmlm,40.8041,-77.17744,2019-08-21,ko
qmlw,35.8681265477983,-78.8227564242569,2016-11-21,ok
qmmh,35.8575672822182,-78.7382453916138,2014-07-15,ok
qmmw,42.13984,-80.1218,2019-07-30,ko
